statefips,year,month,ds_o3_pred
22,2012,10,42.777923591855036
22,2012,11,37.74724983835375
22,2012,12,31.949670798340886
22,2013,1,31.57233307474679
22,2013,2,37.633201661427506
22,2013,3,44.95433991817622
22,2013,4,39.70475943765412
22,2013,5,42.72127216143302
22,2013,6,39.316539393780616
22,2013,7,39.085838604478205
22,2013,8,40.046522463782615
22,2013,9,43.69143851457289
22,2013,10,35.92501282024356
22,2013,11,31.93604548063103
22,2013,12,28.511463873613476
22,2014,1,35.275489472677485
22,2014,2,33.986422642304895
22,2014,3,41.893255410376135
22,2014,4,43.06526656195178
22,2014,5,45.234906445432124
22,2014,6,31.870697648208527
22,2014,7,39.21701189185492
22,2014,8,36.264954405082015
22,2014,9,33.837703238028006
22,2014,10,39.88573947865353
22,2014,11,35.19574096978419
22,2014,12,24.762533463739675
23,2011,1,33.40641477983702
23,2011,2,39.147653385404375
23,2011,3,42.14405901908325
23,2011,4,44.24224979253748
23,2011,5,35.49944783490141
23,2011,6,34.960706901907116
23,2011,7,37.94991443431539
23,2011,8,34.97102720287571
23,2011,9,28.892446950247873
23,2011,10,29.537334997025955
23,2011,11,30.872296732107884
23,2011,12,27.95908544279367
23,2012,1,29.55756069378588
23,2012,2,34.93941084467707
23,2012,3,41.54666605955873
23,2012,4,44.416162569738745
23,2012,5,39.03403631740377
23,2012,6,34.574214013142054
23,2012,7,35.75676385247084
23,2012,8,37.30919791651285
23,2012,9,30.92821439979054
23,2012,10,29.82232671937394
23,2012,11,29.69783240139347
23,2012,12,29.77882345334294
23,2013,1,33.98558917853065
23,2013,2,37.73448881584418
23,2013,3,42.589235843648694
23,2013,4,46.78952644531597
23,2013,5,38.892178226984385
23,2013,6,37.36993719929402
23,2013,7,33.37215370845011
23,2013,8,34.66112157967516
23,2013,9,30.02608577181486
23,2013,10,29.76805567893017
23,2013,11,30.099113583632075
23,2013,12,27.556990840563483
23,2014,1,31.64393645829753
23,2014,2,37.32031891808962
23,2014,3,40.87962024261607
23,2014,4,44.32780849020626
23,2014,5,36.3469095511899
23,2014,6,33.881511489015416
23,2014,7,37.659568038929585
23,2014,8,29.555843988248274
23,2014,9,30.21267030094732
23,2014,10,27.389474129024308
23,2014,11,30.975306698988987
23,2014,12,28.299286739454793
24,2011,1,27.96084118184498
24,2011,2,36.60632431184696
24,2011,3,41.33946920829397
24,2011,4,43.97204823663126
24,2011,5,49.89975785584474
24,2011,6,58.88513734110551
24,2011,7,62.69316045227979
24,2011,8,48.68377604331616
24,2011,9,33.079300015522435
24,2011,10,29.011986098555287
24,2011,11,29.84680317329874
24,2011,12,23.139714619989917
24,2012,1,26.233458060161432
24,2012,2,32.12114449593917
24,2012,3,40.66723544695092
24,2012,4,47.623309334337684
24,2012,5,48.561055369956684
24,2012,6,56.65141234150816
24,2012,7,58.851967221479825
24,2012,8,54.20758210091002
24,2012,9,43.14830396048457
24,2012,10,32.986643693926695
24,2012,11,28.63826028942036
24,2012,12,24.378009686042013
24,2013,1,27.0353860858933
24,2013,2,32.225570450155615
24,2013,3,41.98347148027704
24,2013,4,50.398941323305834
24,2013,5,47.286251245933215
24,2013,6,47.39461903686043
24,2013,7,44.13203594227274
24,2013,8,44.84598881532431
24,2013,9,44.44784901649984
24,2013,10,34.30066016535095
24,2013,11,29.325100882390476
24,2013,12,26.23064987362959
24,2014,1,29.40078703518814
24,2014,2,35.070330864565456
24,2014,3,39.91369090684589
24,2014,4,48.357876383085575
24,2014,5,48.39835481886085
24,2014,6,48.80485662723225
24,2014,7,47.93050681680548
24,2014,8,46.1232044845534
24,2014,9,38.05621984284011
24,2014,10,33.155540138974104
24,2014,11,29.728692972358214
24,2014,12,22.766576486372582
25,2011,1,29.474096974972035
25,2011,2,36.24595872835327
25,2011,3,41.252403404257976
25,2011,4,44.07670267169367
25,2011,5,38.84663975734611
25,2011,6,41.368402777887596
25,2011,7,47.231506731336545
25,2011,8,39.75726481534264
25,2011,9,33.30452040996826
25,2011,10,30.753305044508142
25,2011,11,31.170374282133828
25,2011,12,25.611599882578837
25,2012,1,27.3462198701392
25,2012,2,33.37986500335338
25,2012,3,41.2476032864402
25,2012,4,48.14365747735385
25,2012,5,41.51461201108287
25,2012,6,42.9410674874579
25,2012,7,47.45846919270906
25,2012,8,47.55819980489383
25,2012,9,35.710756677464424
25,2012,10,31.830886440090943
25,2012,11,28.75356542450866
25,2012,12,29.276770448268923
25,2013,1,31.930315884161256
25,2013,2,36.08990526911037
25,2013,3,42.549420249660386
25,2013,4,47.13517546317523
25,2013,5,43.40587133563022
25,2013,6,44.01864266264203
25,2013,7,40.873002004781235
25,2013,8,42.257206342824425
25,2013,9,36.41607007837276
25,2013,10,32.917851341270485
25,2013,11,31.888607027364596
25,2013,12,28.500152370784523
25,2014,1,30.984104147662965
25,2014,2,37.190195861271384
25,2014,3,41.46527747400984
25,2014,4,45.13783611026123
25,2014,5,40.82941234695831
25,2014,6,38.745299916658155
25,2014,7,42.84670028129391
25,2014,8,36.99381088153062
25,2014,9,33.12193173221115
25,2014,10,29.345775319280364
25,2014,11,30.235126896897086
25,2014,12,27.20362548041605
26,2011,1,28.70612870031145
26,2011,2,35.73874346793017
26,2011,3,38.439311585035654
26,2011,4,42.3882578524966
26,2011,5,42.62894447622669
26,2011,6,49.244568071721446
26,2011,7,54.27186447838723
26,2011,8,42.199479973790424
26,2011,9,34.466436364306446
26,2011,10,31.73366310785917
26,2011,11,27.44352592057193
26,2011,12,22.453941244128337
26,2012,1,25.85236783433677
26,2012,2,30.226931055221737
26,2012,3,39.39713764879888
26,2012,4,44.42505517109114
26,2012,5,52.023843707295896
26,2012,6,52.60887444346445
26,2012,7,52.27719953951329
26,2012,8,46.23301467136786
26,2012,9,37.25845038488448
26,2012,10,29.817243332304447
26,2012,11,27.21842951422689
26,2012,12,26.59395738253361
26,2013,1,30.012061912480796
26,2013,2,34.45119187619945
26,2013,3,40.31915631088615
26,2013,4,44.54276760882579
26,2013,5,46.4189027411485
26,2013,6,46.361582145574985
26,2013,7,41.99369951925237
26,2013,8,41.24505204604213
26,2013,9,37.72452948381034
26,2013,10,29.298021806278165
26,2013,11,26.371288644981774
26,2013,12,26.688586145103823
26,2014,1,29.027220785465943
26,2014,2,35.310424798934655
26,2014,3,39.54207147456025
26,2014,4,45.243359883163635
26,2014,5,44.44488258002461
26,2014,6,45.791942496816574
26,2014,7,40.287667600192904
26,2014,8,39.3670490816815
26,2014,9,36.731940302220465
26,2014,10,27.571113530688525
26,2014,11,27.62937500058501
26,2014,12,24.028596226661396
27,2011,1,30.51537413294194
27,2011,2,36.88774060707836
27,2011,3,42.062541352629935
27,2011,4,43.871954014792585
27,2011,5,41.52199570823188
27,2011,6,41.55284308039221
27,2011,7,40.72121732797737
27,2011,8,35.4867113642707
27,2011,9,31.31320064220605
27,2011,10,33.7923220045943
27,2011,11,25.692252326181354
27,2011,12,23.282452094534236
27,2012,1,25.849576347046753
27,2012,2,30.09980167937824
27,2012,3,38.67669962658039
27,2012,4,43.202859363237316
27,2012,5,47.338228592293405
27,2012,6,50.10837704801374
27,2012,7,44.466080403235786
27,2012,8,40.8843924403065
27,2012,9,37.47897927545491
27,2012,10,26.48607261331449
27,2012,11,24.847136892285537
27,2012,12,24.7275141906242
27,2013,1,28.484561931672697
27,2013,2,33.646473214348035
27,2013,3,42.39082727360541
27,2013,4,44.13301631039859
27,2013,5,41.53093994982574
27,2013,6,41.26855262619842
27,2013,7,43.49170167724132
27,2013,8,40.564953282610475
27,2013,9,36.01325295127692
27,2013,10,27.29687732407641
27,2013,11,23.687416521076646
27,2013,12,24.61314968827522
27,2014,1,28.730494778675737
27,2014,2,32.24306773007641
27,2014,3,37.79704672544706
27,2014,4,42.91390085898547
27,2014,5,43.42577239661439
27,2014,6,41.966724866954635
27,2014,7,35.08122014975979
27,2014,8,35.0495011410676
27,2014,9,32.53583426513131
27,2014,10,26.121625482948247
27,2014,11,26.96450113479237
27,2014,12,20.69706453513476
28,2011,1,34.30464414210361
28,2011,2,39.59073111431885
28,2011,3,41.85013416896865
28,2011,4,44.51753180118214
28,2011,5,44.0828871759461
28,2011,6,46.65077151967437
28,2011,7,41.33999495417571
28,2011,8,51.158773635158965
28,2011,9,44.214532636497644
28,2011,10,42.45527263653322
28,2011,11,34.18570429522783
28,2011,12,28.877038417983403
28,2012,1,32.29239443620319
28,2012,2,34.22491940009565
28,2012,3,41.2303988137185
28,2012,4,46.21156294038851
28,2012,5,49.88607365231056
28,2012,6,49.906321154154654
28,2012,7,38.13503438726771
28,2012,8,43.25649136255725
28,2012,9,40.11000152053452
28,2012,10,39.03551425796497
28,2012,11,35.96387447971081
28,2012,12,31.500478564548416
28,2013,1,30.419563965847903
28,2013,2,36.98225827734968
28,2013,3,44.738280014538915
28,2013,4,41.60675676277668
28,2013,5,41.79603814843026
28,2013,6,41.38829986548166
28,2013,7,37.40013880979591
28,2013,8,38.56366303628458
28,2013,9,42.84147870800485
28,2013,10,32.424973267513494
28,2013,11,31.026339053494382
28,2013,12,28.27676506523669
28,2014,1,34.32498798499229
28,2014,2,34.42807115031931
28,2014,3,42.02640759120351
28,2014,4,44.56187622907632
28,2014,5,44.20959071179518
28,2014,6,32.99975524278025
28,2014,7,38.78513304669028
28,2014,8,37.93498965614905
28,2014,9,34.366340287848665
28,2014,10,37.186348076882425
28,2014,11,33.6095035928587
28,2014,12,23.76723006542066
29,2011,1,28.695758742301166
29,2011,2,35.3989001383312
29,2011,3,39.33913223263773
29,2011,4,46.05906889724924
29,2011,5,42.775587943162755
29,2011,6,50.72287186060059
29,2011,7,56.03594257459629
29,2011,8,52.11424406483233
29,2011,9,38.84319582193394
29,2011,10,41.81926134441042
29,2011,11,30.055088600326602
29,2011,12,23.925456732801294
29,2012,1,27.350862167417716
29,2012,2,31.76373969600009
29,2012,3,42.11891970273484
29,2012,4,45.47068912210912
29,2012,5,52.81060749707948
29,2012,6,57.53581176172442
29,2012,7,59.11102182627187
29,2012,8,56.64423484561089
29,2012,9,42.71640985875451
29,2012,10,34.783561381836606
29,2012,11,31.680187664499428
29,2012,12,27.101513152928682
29,2013,1,30.304301937902235
29,2013,2,36.19469241241346
29,2013,3,43.05278543170869
29,2013,4,45.7753228588178
29,2013,5,43.46210777668622
29,2013,6,44.07679761518883
29,2013,7,46.79723744828562
29,2013,8,46.03199080200377
29,2013,9,45.872024700462354
29,2013,10,32.61933078846457
29,2013,11,28.54434275778052
29,2013,12,27.055199685627954
29,2014,1,31.825051745082863
29,2014,2,36.029652289245156
29,2014,3,41.13684579165944
29,2014,4,46.670123179523834
29,2014,5,46.00196001623016
29,2014,6,40.62919104675435
29,2014,7,41.817776955332015
29,2014,8,44.073065806200084
29,2014,9,38.56510945529999
29,2014,10,32.91002126431203
29,2014,11,29.570013873477194
29,2014,12,20.911337424833658
30,2011,1,33.4705069102734
30,2011,2,39.596421516868745
30,2011,3,42.626706473928984
30,2011,4,46.713331634576136
30,2011,5,44.867796793966534
30,2011,6,43.07555953541181
30,2011,7,42.11268126478194
30,2011,8,45.6562804098075
30,2011,9,41.8630529655969
30,2011,10,35.15185874225336
30,2011,11,34.09956453524702
30,2011,12,30.04065036317105
30,2012,1,31.991686586768697
30,2012,2,33.49406471008923
30,2012,3,41.300404671720926
30,2012,4,45.88493854425551
30,2012,5,47.442103430892175
30,2012,6,43.01239237570519
30,2012,7,46.817392493955374
30,2012,8,45.590105164049035
30,2012,9,39.77714717323009
30,2012,10,30.391945268535167
30,2012,11,28.762491938129802
30,2012,12,30.77701489032214
30,2013,1,32.37650881092206
30,2013,2,37.33132428899922
30,2013,3,42.73972403281375
30,2013,4,43.84469380341063
30,2013,5,44.73918812718905
30,2013,6,40.59639986195229
30,2013,7,44.25052565077037
30,2013,8,44.06870557694648
30,2013,9,37.444965155842226
30,2013,10,30.665627580906172
30,2013,11,28.12852542411681
30,2013,12,31.507797618172425
30,2014,1,34.42935255151587
30,2014,2,36.914590898842285
30,2014,3,40.38513825333893
30,2014,4,45.940155940307925
30,2014,5,43.542537932988836
30,2014,6,37.88436605284371
30,2014,7,41.8514205566586
30,2014,8,42.020494052982144
30,2014,9,36.54414067910563
30,2014,10,34.14052138276947
30,2014,11,32.44885211283348
30,2014,12,27.324109253050803
31,2011,1,31.86027535511273
31,2011,2,37.96473524878341
31,2011,3,40.5438236520085
31,2011,4,42.14925125916186
31,2011,5,43.08148166735682
31,2011,6,44.97071513665815
31,2011,7,45.98296749403597
31,2011,8,40.41658868308989
31,2011,9,32.51021794380695
31,2011,10,37.5729861422273
31,2011,11,28.510471817681644
31,2011,12,23.27499008476556
31,2012,1,26.981714979474027
31,2012,2,31.200670981029795
31,2012,3,42.88323482813741
31,2012,4,44.321962928538134
31,2012,5,50.608931440362376
31,2012,6,53.43870184278717
31,2012,7,54.24526064184915
31,2012,8,50.724547612452554
31,2012,9,42.0429427845178
31,2012,10,31.974452411148267
31,2012,11,29.380396562028633
31,2012,12,28.34125407540618
31,2013,1,30.763760352062413
31,2013,2,37.639330350624626
31,2013,3,43.57155058514747
31,2013,4,44.52132286793466
31,2013,5,43.25534176779607
31,2013,6,42.65703404669316
31,2013,7,47.89457103745501
31,2013,8,45.228154959443685
31,2013,9,42.84545358403683
31,2013,10,31.990039090391978
31,2013,11,28.555703827345102
31,2013,12,26.752367235544764
31,2014,1,33.00860817329631
31,2014,2,36.182266128743365
31,2014,3,41.20085037826769
31,2014,4,46.5833441871553
31,2014,5,48.04128654531004
31,2014,6,44.27836826405611
31,2014,7,41.707722612931676
31,2014,8,41.039240830772805
31,2014,9,35.42925614659551
31,2014,10,33.666550920079175
31,2014,11,30.863658210526296
31,2014,12,23.290838542239353
32,2011,1,30.45994539121843
32,2011,2,41.15728188567648
32,2011,3,46.94762634366111
32,2011,4,51.58682348602309
32,2011,5,54.6349922794387
32,2011,6,61.03512761387356
32,2011,7,53.01059470340675
32,2011,8,56.169230446183946
32,2011,9,51.12635926488779
32,2011,10,39.34060079446235
32,2011,11,34.64784932935199
32,2011,12,28.06952529778866
32,2012,1,30.975916199359975
32,2012,2,39.01317884223924
32,2012,3,45.9184333551342
32,2012,4,50.800712788779855
32,2012,5,58.84787779703746
32,2012,6,55.20114507920846
32,2012,7,55.16457434523439
32,2012,8,53.88991306857568
32,2012,9,48.2000997606732
32,2012,10,40.11864033746421
32,2012,11,35.07275500419387
32,2012,12,33.986359899533724
32,2013,1,31.466996973304923
32,2013,2,39.72948164252775
32,2013,3,45.30658127137115
32,2013,4,49.083409872694816
32,2013,5,55.0563936058201
32,2013,6,49.87772098151999
32,2013,7,53.13165263232479
32,2013,8,50.66271983760819
32,2013,9,45.98907249817945
32,2013,10,39.732193623886694
32,2013,11,33.40522090241673
32,2013,12,29.227584594233832
32,2014,1,31.06677353115349
32,2014,2,38.29709465490717
32,2014,3,46.101047531497116
32,2014,4,52.08452065961769
32,2014,5,53.86139389225625
32,2014,6,54.195668258550214
32,2014,7,49.578497648922735
32,2014,8,51.20363634652423
32,2014,9,47.53860214739664
32,2014,10,42.418331237258194
32,2014,11,35.02047314161771
32,2014,12,30.1713403348601
33,2011,1,32.64478774820346
33,2011,2,39.426867932721734
33,2011,3,43.518469976265706
33,2011,4,45.79392217781989
33,2011,5,39.48395316903004
33,2011,6,40.69576413520107
33,2011,7,42.73465920511218
33,2011,8,37.030191418521795
33,2011,9,32.2573571234872
33,2011,10,29.89480278622673
33,2011,11,31.157705886513032
33,2011,12,27.371183941203196
33,2012,1,29.002568002628145
33,2012,2,35.976422301541845
33,2012,3,42.11887474576978
33,2012,4,48.061424679718385
33,2012,5,41.67800713213184
33,2012,6,39.57019143664002
33,2012,7,41.51457599156075
33,2012,8,43.375947013056965
33,2012,9,33.51421995758994
33,2012,10,31.292683730825164
33,2012,11,31.050883718999287
33,2012,12,30.68264513026271
33,2013,1,34.57044450726896
33,2013,2,39.266957718292225
33,2013,3,43.761676257208975
33,2013,4,49.69190412297343
33,2013,5,41.369758620934874
33,2013,6,41.054143971641835
33,2013,7,34.820683947875125
33,2013,8,38.09433655454649
33,2013,9,33.536796948866616
33,2013,10,32.45732268665998
33,2013,11,31.77190826231894
33,2013,12,28.388129975970333
33,2014,1,32.7602086453464
33,2014,2,38.92623849697853
33,2014,3,43.21353980589935
33,2014,4,47.108086813802245
33,2014,5,40.45864899918572
33,2014,6,38.984647611927606
33,2014,7,40.121518748570665
33,2014,8,34.076201883115495
33,2014,9,32.29525251953579
33,2014,10,29.0258262476908
33,2014,11,32.232845901239294
33,2014,12,29.674006497240182
34,2011,1,25.62574703916381
34,2011,2,34.76932078559084
34,2011,3,39.55595091787654
34,2011,4,41.2901298443275
34,2011,5,43.41762713945408
34,2011,6,52.707241624334976
34,2011,7,58.27259010459927
34,2011,8,45.16739436227784
34,2011,9,32.37576816630141
34,2011,10,28.537215672975318
34,2011,11,27.850337976456558
34,2011,12,22.872817145395594
34,2012,1,25.34680946563494
34,2012,2,30.916988488360914
34,2012,3,38.44203687010048
34,2012,4,46.916779071770996
34,2012,5,43.0497057519775
34,2012,6,50.75263624920516
34,2012,7,55.97653760677786
34,2012,8,52.705399654507566
34,2012,9,39.78608253388276
34,2012,10,29.838822492570436
34,2012,11,25.191798534918274
34,2012,12,24.294907746897547
34,2013,1,26.324198860000585
34,2013,2,31.670030381128193
34,2013,3,39.195685475860365
34,2013,4,46.89492837084084
34,2013,5,43.81478595229045
34,2013,6,46.89014810444665
34,2013,7,44.01823711750315
34,2013,8,44.32215009264132
34,2013,9,38.97790309248392
34,2013,10,33.22346251444354
34,2013,11,29.087159715490536
34,2013,12,23.507098301661447
34,2014,1,25.673686829311993
34,2014,2,33.3143012123685
34,2014,3,38.01846037089792
34,2014,4,44.38323096497744
34,2014,5,43.89677089438085
34,2014,6,45.18743191499241
34,2014,7,47.817303543161344
34,2014,8,44.45432522538502
34,2014,9,37.54349530858848
34,2014,10,30.662531884531166
34,2014,11,27.440311718827143
34,2014,12,23.115567883398654
35,2011,1,38.3890584779775
35,2011,2,42.53428985643844
35,2011,3,48.99881517289069
35,2011,4,52.53187482508094
35,2011,5,54.928123142473545
35,2011,6,53.95126632193843
35,2011,7,54.881860026007566
35,2011,8,56.65026953666543
35,2011,9,49.705338999151934
35,2011,10,40.94594772784082
35,2011,11,36.60344220859197
35,2011,12,31.546698756267116
35,2012,1,33.508643466565246
35,2012,2,41.38831168017102
35,2012,3,46.64926501285305
35,2012,4,54.12693928193609
35,2012,5,58.38855457798606
35,2012,6,52.34986216730451
35,2012,7,53.88668434802885
35,2012,8,56.68041095376347
35,2012,9,49.19637871416336
35,2012,10,42.37995884627063
35,2012,11,38.46327740946669
35,2012,12,36.641511694079696
35,2013,1,35.74911863734581
35,2013,2,43.46615134217885
35,2013,3,47.488655991377506
35,2013,4,51.35609474702754
35,2013,5,56.01056961044325
35,2013,6,52.61317396951303
35,2013,7,55.57557981799228
35,2013,8,51.06970918543849
35,2013,9,45.80151020598756
35,2013,10,41.955098625012134
35,2013,11,36.19835525120388
35,2013,12,35.1655619175583
35,2014,1,36.83262582500684
35,2014,2,39.035814046328355
35,2014,3,45.97771443671871
35,2014,4,52.17696994713006
35,2014,5,53.99619669529789
35,2014,6,50.90311381293579
35,2014,7,51.352798540631355
35,2014,8,50.04586473438966
35,2014,9,40.481878229047204
35,2014,10,42.87537978494717
35,2014,11,37.19173930265459
35,2014,12,32.01839934738515
36,2011,1,25.030858535442075
36,2011,2,33.721297496101386
36,2011,3,39.05959749394522
36,2011,4,39.84289577618162
36,2011,5,40.07401137331751
36,2011,6,47.415007365562666
36,2011,7,53.2328640982768
36,2011,8,42.900889117297616
36,2011,9,34.17929917832698
36,2011,10,28.429272477159394
36,2011,11,26.437772821965368
36,2011,12,22.46344678194924
36,2012,1,25.91911613950279
36,2012,2,30.951973072381445
36,2012,3,38.00020028007679
36,2012,4,43.62302518391396
36,2012,5,43.020124115585304
36,2012,6,45.72134038958252
36,2012,7,47.87223646259178
36,2012,8,48.19493653592868
36,2012,9,35.970177786666206
36,2012,10,28.25996267713427
36,2012,11,25.568285866240554
36,2012,12,25.171202531783525
36,2013,1,28.13456898325845
36,2013,2,32.48624784071299
36,2013,3,38.941098160712734
36,2013,4,44.38542057649697
36,2013,5,43.20430672703391
36,2013,6,44.67002937410815
36,2013,7,42.273525491210485
36,2013,8,42.69098385583274
36,2013,9,36.09288757955357
36,2013,10,30.813291996026557
36,2013,11,28.925913885660627
36,2013,12,23.85987672163239
36,2014,1,26.799792067064246
36,2014,2,33.656097366590934
36,2014,3,38.445008013773915
36,2014,4,43.31624872288108
36,2014,5,41.949081638926934
36,2014,6,40.810442183166565
36,2014,7,43.18174092906082
36,2014,8,39.4183653983369
36,2014,9,34.958975431931144
36,2014,10,28.464353918519834
36,2014,11,27.69845982202244
36,2014,12,24.21449267803073
37,2011,1,31.749734395646353
37,2011,2,39.61616125330886
37,2011,3,44.2461007314254
37,2011,4,48.396342067607634
37,2011,5,48.56465144203588
37,2011,6,58.52546333332795
37,2011,7,52.38989148586632
37,2011,8,52.39627054158937
37,2011,9,41.19770991955698
37,2011,10,38.97636563203489
37,2011,11,35.045987700403906
37,2011,12,29.784645999757082
37,2012,1,31.51327518890933
37,2012,2,36.168674020466284
37,2012,3,43.72424756805674
37,2012,4,48.2598475347938
37,2012,5,46.102426818422
37,2012,6,51.26959603490782
37,2012,7,48.62922734714704
37,2012,8,42.73059564126111
37,2012,9,39.495644388738725
37,2012,10,36.046655246309065
37,2012,11,35.16158650721126
37,2012,12,31.46144993353371
37,2013,1,31.608888323438467
37,2013,2,38.70835750642564
37,2013,3,44.96301493023465
37,2013,4,48.02906018393373
37,2013,5,45.74102460211074
37,2013,6,39.641210949985
37,2013,7,33.44705981885181
37,2013,8,36.65019033831469
37,2013,9,42.77384104476829
37,2013,10,34.18808467119138
37,2013,11,31.704036079621464
37,2013,12,31.078475429810002
37,2014,1,34.14246343728238
37,2014,2,37.98433162452253
37,2014,3,42.70905005815983
37,2014,4,49.911709138497216
37,2014,5,50.30078707427221
37,2014,6,46.76409865661804
37,2014,7,43.01670805399667
37,2014,8,40.816851472639236
37,2014,9,32.87036471710692
37,2014,10,38.32011143285876
37,2014,11,33.717663738384196
37,2014,12,26.434338166986677
38,2011,1,32.677459640912666
38,2011,2,38.794356546204334
38,2011,3,42.92758117923697
38,2011,4,45.3356004297561
38,2011,5,43.56809979779701
38,2011,6,39.89427392083344
38,2011,7,35.69757499133698
38,2011,8,36.02433229000787
38,2011,9,34.692884630910385
38,2011,10,33.727697744897675
38,2011,11,27.58023059203252
38,2011,12,26.599515446675415
38,2012,1,26.919263896151392
38,2012,2,30.6521657656659
38,2012,3,39.09120525646222
38,2012,4,43.584584495289484
38,2012,5,45.16514092358717
38,2012,6,45.11082638002441
38,2012,7,44.43912977408558
38,2012,8,39.566867112152124
38,2012,9,37.146496254059656
38,2012,10,26.60413908944693
38,2012,11,24.186494948143135
38,2012,12,23.63548908034063
38,2013,1,30.96081523243497
38,2013,2,35.13188676426137
38,2013,3,43.8421485929054
38,2013,4,46.0524168041072
38,2013,5,43.96791254243971
38,2013,6,42.08817960386302
38,2013,7,39.684520858512045
38,2013,8,39.699096942205585
38,2013,9,33.68491071297388
